Episode,Total Reward,Loss,Epsilon
0,-99.40993983765931,1065.960693359375,1.0
1,-99.68008020530473,162.17959594726562,0.9995051237293776
2,-98.72658010604664,152.40869140625,0.9990104948350412
3,-98.9032059292206,36.61357879638672,0.9985161131933338
4,-95.67505924470613,94.19915008544922,0.9980219786806598
5,-98.46986086469174,528.7239990234375,0.9975280911734855
6,-101.46943677118236,22.314851760864258,0.9970344505483393
7,-97.39643829114193,76.28275299072266,0.9965410566818107
8,-98.053772386745,36.4873046875,0.9960479094505515
9,-97.57532647745222,92.68458557128906,0.9955550087312749
10,-100.90535345021749,31.14814567565918,0.9950623544007555
11,-101.02533850022431,51.748435974121094,0.9945699463358298
12,-99.84187311743595,445.5256652832031,0.9940777844133959
13,-98.61828489483929,21.787639617919922,0.9935858685104132
14,-99.72918087086384,372.14178466796875,0.9930941985039028
15,-99.21638370324892,31.026456832885742,0.992602774270947
16,-100.7506736156022,38.623817443847656,0.99211159568869
17,-103.25490466016004,27.833332061767578,0.991620662634337
18,-98.83194706081173,271.53155517578125,0.9911299749851548
19,-96.64578180025786,43.636619567871094,0.9906395326184715
20,-96.25710460687274,61.360816955566406,0.9901493354116764
21,-99.5118028561962,53.71262741088867,0.9896593832422202
22,-100.48714598496012,214.36056518554688,0.9891696759876151
23,-95.53466792937579,129.17393493652344,0.9886802135254339
24,-98.51041849743511,46.16503143310547,0.9881909957333113
25,-102.4752709963887,32.8722038269043,0.9877020224889427
26,-99.46719222837882,37.38243865966797,0.9872132936700847
27,-97.90025091352537,106.79558563232422,0.9867248091545553
28,-99.15223869263885,470.8735046386719,0.9862365688202333
29,-103.82070775121485,33.091678619384766,0.9857485725450585
30,-99.29681677935092,34.5892333984375,0.985260820207032
31,-96.38283323112279,252.0197296142578,0.9847733116842156
32,-98.56368658649974,78.87330627441406,0.9842860468547323
33,-98.65665893244376,24.483261108398438,0.9837990255967657
34,-101.84708921652228,8.725655555725098,0.9833122477885605
35,-97.58143878678514,81.37739562988281,0.9828257133084225
36,-102.099846188383,37.28184509277344,0.9823394220347178
37,-100.13494778245347,44.367225646972656,0.9818533738458736
38,-101.25041676766214,183.2459716796875,0.9813675686203779
39,-101.9872332005724,39.66022872924805,0.9808820062367796
40,-100.26174998155477,35.12723159790039,0.9803966865736877
41,-95.5902049309664,15.464454650878906,0.9799116095097726
42,-101.62229409258795,13.673179626464844,0.979426774923765
43,-97.81619813071943,28.90662384033203,0.9789421826944561
44,-99.85674619052504,107.79326629638672,0.978457832700698
45,-99.89539372795721,283.5748291015625,0.977973724821403
46,-99.43981810883977,858.0508422851562,0.9774898589355443
47,-97.65197960681422,15.259434700012207,0.9770062349221554
48,-98.77854956276465,114.1313705444336,0.9765228526603302
49,-100.12488898765969,145.17193603515625,0.9760397120292232
50,-97.7395850145456,162.86203002929688,0.9755568129080493
51,-102.73412581358329,104.23587799072266,0.9750741551760836
52,-100.97531852085002,18.770753860473633,0.9745917387126619
53,-101.0986855594616,94.36064147949219,0.9741095633971797
54,-102.68666463856478,75.46780395507812,0.9736276291090934
55,-96.85100469405319,84.75949096679688,0.9731459357279194
56,-98.5058478058421,30.464523315429688,0.9726644831332344
57,-99.51269835276135,40.12834167480469,0.9721832712046753
58,-96.54070975219587,317.8358459472656,0.9717022998219388
59,-101.2251077721788,413.07916259765625,0.9712215688647823
60,-94.64753681689345,93.07434844970703,0.970741078213023
61,-102.1866709838863,55.333961486816406,0.9702608277465384
62,-97.14355857040273,175.40208435058594,0.9697808173452657
63,-99.77893861012458,22.967496871948242,0.9693010468892023
64,-99.13829932916835,25.385751724243164,0.9688215162584056
65,-99.79728994458897,7.675388336181641,0.968342225332993
66,-101.11176297993474,25.968673706054688,0.9678631739931417
67,-103.39026086145425,9.80946159362793,0.9673843621190888
68,-96.87797456627908,14.712247848510742,0.9669057895911316
69,-102.2548612080224,117.96786499023438,0.9664274562896267
70,-97.8956978437876,6.9215545654296875,0.9659493620949908
71,-97.34814988417223,159.02163696289062,0.9654715068877004
72,-101.9906501178288,31.97800064086914,0.9649938905482919
73,-101.94289576279137,48.51941680908203,0.9645165129573607
74,-99.19241068189694,11.193941116333008,0.9640393739955629
75,-99.99113507714874,29.12300682067871,0.9635624735436136
76,-104.39090224337855,140.07577514648438,0.9630858114822876
77,-100.09873536320072,16.44917869567871,0.9626093876924194
78,-99.78871186343426,8.61099624633789,0.962133202054903
79,-104.74750209611845,19.490737915039062,0.9616572544506923
80,-103.1480259997257,7.878527641296387,0.9611815447608
81,-99.55045612265795,316.38671875,0.9607060728662988
82,-98.93098295690395,33.67669677734375,0.9602308386483209
83,-100.4520224219045,10.57589340209961,0.9597558419880575
84,-96.98144449908719,67.01325988769531,0.9592810827667597
85,-100.00031180683794,50.869239807128906,0.9588065608657375
86,-97.6841381646075,167.4449005126953,0.9583322761663603
87,-96.80456986111764,242.69967651367188,0.9578582285500573
88,-101.99754701389764,83.69894409179688,0.9573844178983162
89,-101.7743329476067,28.21129608154297,0.9569108440926846
90,-98.16045020642034,43.85772705078125,0.9564375070147689
